Lemma	PoS	Freq(ipm)	R	D	Doc
фургон	s	6.2	80	80	193
фургончик	s	0.5	25	72	27
фурия	s	0.8	37	74	51
фурнитура	s	1.8	41	76	72
фурор	s	1.3	58	88	101
фурункул	s	0.9	33	79	48
фуршет	s	1.8	63	88	119
футбол	s	27.4	96	90	1004
футболист	s	10.6	86	89	439
футболка	s	4.4	85	90	243
футеровка	s	1.7	16	60	26
футляр	s	8.0	92	88	323
футурист	s	2.0	52	81	83
футуролог	s	0.4	20	68	22
фуфайка	s	2.5	60	87	132
фуфло	s	0.9	41	85	60
фуэте	s	0.4	24	79	29
фырканье	s	0.4	24	79	36
фьорд	s	0.4	18	61	21
фьючерс	s	0.5	26	80	35
фэнтези	s	0.6	31	81	37
фюзеляж	s	3.2	65	81	110
фюрер	s	12.3	74	69	151
хабар	s	0.9	9	46	9
хавбек	s	0.5	20	75	33
хадж	s	0.5	18	74	25
хаджи	s	0.7	22	69	28
хазар	s	0.7	24	62	24
хайвей	s	0.4	24	78	26
хайло	s	0.4	22	66	25
хакер	s	2.7	48	67	78
хаки	s	0.4	28	82	34
хала	s	0.4	19	70	21
халабуда	s	0.4	14	51	15
халат	s	36.1	96	91	1014
халатик	s	4.4	68	88	222
халва	s	1.3	47	81	71
халдей	s	0.5	24	67	24
халиф	s	0.9	24	72	28
халифат	s	0.8	25	70	35
халтура	s	3.5	85	88	204
халтурщик	s	1.0	52	88	78
халупа	s	0.9	39	80	60
халява	s	3.3	78	92	217
хамелеон	s	1.5	54	80	81
хамка	s	0.4	27	78	32
хамство	s	6.0	90	93	349
хана	s	2.3	52	58	86
хандра	s	1.5	56	87	97
ханжа	s	1.3	57	89	92
ханжество	s	1.9	65	86	113
ханка	s	0.6	18	51	18
ханство	s	0.9	34	82	54
ханыга	s	0.6	28	75	32
хаос	s	17.9	100	91	777
хапуга	s	0.6	31	83	41
харакири	s	0.6	35	82	45
характер	s	190.7	100	93	5908
хардкор	s	0.5	11	44	11
харизма	s	1.6	48	83	94
хариус	s	1.5	36	63	45
хартия	s	2.2	52	80	99
харч	s	2.6	67	86	135
харчевня	s	1.8	51	77	64
харчо	s	0.6	16	48	18
харя	s	4.2	68	84	188
хасид	s	0.4	23	76	28
хата	s	17.7	88	79	330
хатка	s	1.2	40	80	50
хахаль	s	1.3	45	83	76
хвала	s	3.9	86	90	249
хвастун	s	1.0	38	82	57
хват	s	1.3	40	76	51
хватка	s	5.7	91	91	362
хвоинка	s	0.5	27	78	29
хвороба	s	0.4	27	82	32
хворост	s	2.9	66	87	148
хворь	s	1.9	67	89	136
хвост	s	55.4	100	93	1581
хвостик	s	5.9	90	91	350
хвощ	s	0.6	29	78	37
хвоя	s	6.4	87	88	285
херес	s	1.3	32	75	38
херня	s	1.1	38	77	67
херувим	s	1.1	47	79	65
хибара	s	1.0	39	82	63
хибарка	s	0.6	33	81	42
хижина	s	5.7	84	84	208
химера	s	2.3	77	88	151
химзавод	s	0.4	15	59	18
химизация	s	0.9	23	67	26
химик	s	8.4	97	91	362
химикат	s	1.7	60	84	105
химичка	s	0.4	15	65	18
химия	s	23.2	100	88	928
химоружие	s	0.6	14	64	16
химчистка	s	1.8	65	85	106
хина	s	0.4	20	68	22
хинди	s	0.5	24	73	26
хиппи	s	3.2	71	79	123
хиромант	s	0.4	19	67	21
хиротония	s	0.6	24	75	39
хирург	s	22.1	99	87	621
хирургия	s	6.3	88	76	220
хитон	s	1.0	44	84	58
хитрец	s	1.3	62	89	107
хитреца	s	0.5	36	85	41
хитрован	s	0.6	24	74	32
хитрость	s	11.3	100	94	657
хитрюга	s	0.4	27	82	32
хихиканье	s	0.8	44	85	65
хищение	s	6.1	90	87	316
хищник	s	9.4	96	81	378
хищница	s	0.9	38	81	52
хлам	s	6.9	96	93	406
хламида	s	1.9	38	43	51
хлеб	s	107.4	100	94	2352
хлебец	s	1.6	54	74	87
хлебница	s	0.5	30	83	37
хлеборез	s	0.4	13	55	13
хлебороб	s	0.9	37	80	58
хлебушек	s	1.8	55	86	103
хлев	s	2.7	63	78	130
хлопанье	s	1.2	54	88	90
хлопец	s	4.5	74	76	150
хлопок	s	6.8	98	94	388
хлопоты	s	14.6	97	95	780
хлопушка	s	1.6	52	80	77
хлопчик	s	1.0	37	79	50
хлопья	s	4.0	88	91	262
хлор	s	2.0	49	77	95
хлорелла	s	0.6	13	51	14
хлорид	s	1.2	27	71	68
хлорит	s	0.6	5	8	6
хлорка	s	1.2	53	84	77
хлорофилл	s	2.5	27	55	37
хлороформ	s	0.9	29	72	45
хлыст	s	2.8	77	85	138
хлыщ	s	0.5	27	76	31
хлюпанье	s	0.5	23	78	34
хлюпик	s	0.6	30	81	43
хлябь	s	0.8	44	84	61
хлястик	s	0.5	26	78	34
хмарь	s	0.4	29	83	35
хмелек	s	0.6	38	84	47
хмель	s	4.4	86	90	249
хмырь	s	1.9	41	75	68
хобби	s	4.8	94	93	313
хоббит	s	0.6	20	70	25
хобот	s	3.4	65	78	138
хоботок	s	0.8	27	76	38
ходатай	s	0.7	41	85	59
ходжа	s	1.1	24	47	27
ходики	s	1.3	41	83	78
ходка	s	1.0	37	74	56
ходок	s	2.4	74	88	148
ходуля	s	0.8	38	73	47
ходьба	s	6.8	98	93	428
хождение	s	7.3	99	94	492
хозблок	s	0.8	20	51	24
хоздвор	s	0.5	13	45	14
хозрасчет	s	2.1	52	75	82
хозяин	s	170.6	100	94	3864
хозяйка	s	54.2	100	93	1444
хозяйство	s	127.2	99	92	3779
хозяюшка	s	0.9	36	82	56
хоккеист	s	4.8	66	74	158
хоккей	s	11.7	83	77	346
холдинг	s	15.0	68	88	611
холера	s	3.8	80	86	176
холерик	s	0.5	22	76	29
холка	s	1.5	57	86	98
холл	s	12.4	97	91	504
холм	s	32.7	98	92	879
холмик	s	4.2	80	89	226
холод	s	43.7	100	94	1559
холодец	s	1.3	48	85	80
холодок	s	5.2	83	90	321
холоп	s	2.3	63	86	113
холостяк	s	4.0	77	85	215
холст	s	8.9	94	89	342
холстина	s	0.9	36	82	56
холуй	s	2.6	60	73	103
хома	s	1.0	20	61	21
хомут	s	2.2	70	89	135
хомяк	s	1.1	45	82	56
хомячок	s	1.4	37	73	48
хорал	s	0.5	27	72	33
хорват	s	1.6	46	84	76
хорда	s	0.5	13	54	17
хорей	s	1.1	42	83	53
хорек	s	5.9	50	41	73
хореограф	s	2.8	44	79	110
хорист	s	0.5	25	79	35
хоровод	s	5.1	91	91	282
хоромы	s	2.4	72	87	139
хорошее	s	1.6	63	89	128
хоругвь	s	1.2	45	65	59
хост	s	0.4	20	74	28
хотение	s	1.2	49	82	73
хохлома	s	0.4	21	76	25
хохлушка	s	0.5	24	74	27
хохма	s	1.7	63	87	103
хохол	s	3.1	61	79	126
хохолок	s	2.6	46	49	70
хохот	s	15.3	93	92	609
хохоток	s	0.5	23	78	34
хохотушка	s	0.5	30	82	36
храбрец	s	1.4	57	87	97
храбрость	s	6.3	96	94	371
храм	s	94.2	100	85	1812
хранение	s	39.2	99	82	1534
хранилище	s	8.5	96	87	380
хранитель	s	9.3	96	88	429
храп	s	3.7	71	89	216
хребет	s	11.2	97	90	452
хрен	s	23.1	96	89	781
хреновина	s	0.9	39	83	64
хрень	s	0.7	24	67	44
хрип	s	3.6	73	89	227
хрипота	s	1.2	63	90	101
хрипотца	s	0.9	48	87	82
хром	s	2.3	71	88	138
хроматин	s	0.7	6	21	11
хромой	s	2.8	38	68	69
хромосома	s	5.2	46	70	89
хромота	s	0.9	46	86	69
хроник	s	1.2	57	85	92
хроника	s	11.1	97	92	638
хронист	s	0.4	14	54	15
хронограф	s	0.4	19	59	19
хронометр	s	0.6	35	83	45
хронос	s	0.5	14	60	15
хронотоп	s	0.5	16	65	25
хрупкость	s	1.9	72	84	156
хруст	s	6.1	80	89	354
хрусталик	s	1.4	41	73	49
хрусталь	s	4.8	86	89	272
хрущевка	s	1.6	57	87	105
хрущоба	s	0.7	40	84	56
хрыч	s	0.8	31	81	48
хряк	s	1.6	28	54	41
хряпа	s	0.5	23	75	25
хрящ	s	3.3	58	51	73
хрящик	s	0.4	22	76	27
худо	s	0.5	33	82	44
худоба	s	1.9	66	88	138
художник	s	142.2	100	93	2738
художница	s	5.6	84	90	279
худрук	s	1.7	48	84	93
худсовет	s	2.5	45	81	67
худшее	s	0.7	45	84	57
худышка	s	0.4	23	61	26
хуйня	s	0.7	15	65	23
хула	s	1.1	51	85	91
хулиган	s	11.5	95	93	614
хулиганка	s	0.6	36	84	45
хулиганье	s	0.5	27	78	36
хулитель	s	0.5	28	79	36
хунта	s	1.3	31	61	42
хурма	s	1.0	26	69	34
хутор	s	14.9	92	85	279
хуторок	s	0.5	26	77	30
хуторянин	s	0.5	22	77	31
хэтчбек	s	0.8	24	77	45
хэтчбэк	s	0.5	21	75	24
цапля	s	2.0	59	80	92
царапина	s	5.4	88	91	323
царевич	s	4.4	75	83	150
царевна	s	2.8	77	87	148
царек	s	0.4	27	80	33
царица	s	11.0	96	86	396
царствие	s	4.0	79	78	236
царство	s	31.3	99	80	1126
царь	s	74.7	100	88	1484
цаца	s	0.6	20	73	35
цацка	s	0.7	36	83	50
цвет	s	163.6	100	97	4287
цветение	s	8.1	87	83	338
цветик	s	0.6	14	45	19
цветник	s	6.1	87	84	249
цветность	s	0.5	15	64	19
цветовод	s	0.4	23	76	30
цветок	s	92.4	100	95	2401
цветонос	s	0.5	20	74	25
цветочек	s	9.1	95	92	513
цевье	s	0.6	23	68	25
цедра	s	1.1	27	73	40
цезий	s	0.4	18	72	26
цезура	s	0.4	21	72	28
цейтнот	s	1.3	48	85	84
целик	s	0.6	20	56	25
целина	s	7.4	89	69	249
целинник	s	0.5	19	54	21
целитель	s	1.9	63	86	107
целка	s	0.8	31	78	44
целковый	s	0.8	39	84	58
целлофан	s	2.4	70	88	150
целлулоид	s	0.4	25	79	27
целлюлит	s	1.7	28	65	51
целлюлоза	s	2.0	34	71	60
целование	s	0.8	42	83	55
целое	s	106.6	100	90	5015
целость	s	2.3	80	91	182
цель	s	315.5	100	93	9400
цельность	s	4.0	81	80	251
цемент	s	6.8	95	85	328
цена	s	236.1	100	93	6883
ценз	s	1.4	56	85	94
цензор	s	3.5	68	87	160
цензура	s	13.0	96	87	519
ценитель	s	4.4	89	93	337
ценник	s	1.6	60	88	108
ценность	s	81.2	100	91	2904
цент	s	5.3	86	89	270
центнер	s	7.5	93	89	287
центр	s	265.9	100	94	9074
централ	s	0.9	28	61	34
центрист	s	4.4	41	83	231
центровой	s	0.5	24	73	33
центурион	s	0.5	21	74	28
цеолит	s	1.1	11	55	15
цепкость	s	0.6	38	84	52
цепочка	s	26.2	100	95	1247
цепь	s	51.5	100	89	1530
цербер	s	0.5	32	83	39
церемония	s	20.1	98	91	1011
церка	s	7.9	3	1	4
церква	s	0.8	32	81	48
церквушка	s	1.3	60	89	93
церковка	s	1.0	43	84	59
церковник	s	0.8	42	84	51
церковь	s	178.6	100	85	2384
цесаревич	s	1.1	40	73	50
цессия	s	1.2	10	35	14
цеховик	s	0.4	19	68	21
цигарка	s	3.5	43	80	101
цигун	s	0.5	8	46	10
цикада	s	1.5	55	85	87
цикл	s	43.6	98	88	1780
цикламен	s	0.4	15	67	18
циклон	s	2.1	65	82	101
циклоп	s	1.2	30	59	41
цикорий	s	0.4	29	82	30
цилиндр	s	12.5	95	91	487
цилиндрик	s	0.6	28	69	32
цинга	s	1.7	48	76	65
циник	s	3.2	85	88	202
цинк	s	4.1	66	78	166
циновка	s	1.3	48	83	73
цирк	s	38.1	98	78	716
циркач	s	1.0	47	85	63
циркачка	s	0.4	17	58	20
циркон	s	0.4	11	42	14
цирконий	s	1.3	18	67	29
циркуль	s	1.5	53	84	87
циркуляр	s	1.3	56	86	80
цирроз	s	1.3	45	74	77
цирюльник	s	1.1	44	82	71
цистерна	s	5.9	80	81	227
цистит	s	0.5	24	68	24
цитадель	s	2.0	61	82	107
цитата	s	21.5	100	94	1025
цитокин	s	4.7	10	54	42
цитология	s	0.4	17	71	24
циферблат	s	3.8	78	90	217
цифирь	s	0.5	35	83	38
цифра	s	62.2	100	95	2876
цоканье	s	0.6	31	82	46
цоколь	s	1.5	53	82	87
цокот	s	0.6	33	81	44
цукат	s	0.5	24	61	26
цунами	s	1.0	48	82	68
цыган	s	16.9	96	68	377
цыганенок	s	0.5	19	72	24
цыганка	s	5.7	78	85	206
цыганочка	s	0.6	29	78	35
цыпа	s	0.5	9	43	9
цыпка	s	0.5	25	80	37
цыпленок	s	6.8	95	89	320
цыпочки	s	9.4	83	89	487
чабан	s	1.0	42	82	54
чабрец	s	0.5	28	79	30
чавканье	s	0.8	40	84	63
чага	s	0.4	8	46	9
чадо	s	6.1	94	85	373
чадра	s	0.6	22	72	29
чаевые	s	1.4	57	86	87
чаек	s	4.1	76	89	254
чаепитие	s	4.0	88	90	247
чаинка	s	0.5	24	71	30
чайка	s	17.6	95	92	646
чайная	s	2.1	56	78	85
чайник	s	21.5	98	92	804
чайничек	s	0.4	29	81	31
чайхана	s	0.6	26	75	27
чакра	s	1.3	33	73	40
чалма	s	2.1	61	84	102
чарка	s	1.3	57	88	80
чарльстон	s	0.5	24	79	32
чародей	s	1.7	57	81	80
чарт	s	0.5	15	67	25
чартер	s	0.5	23	76	33
чары	s	1.1	55	87	83
часик	s	4.9	82	88	261
часовенка	s	0.9	42	84	55
часовня	s	5.5	74	85	206
часовой	s	11.4	89	89	363
часовщик	s	1.6	42	66	57
часок	s	2.4	79	91	173
частица	s	35.9	100	78	873
частичка	s	3.0	85	92	192
частник	s	4.3	78	89	233
частность	s	112.0	100	91	5354
частокол	s	2.8	63	63	122
частота	s	22.3	98	83	922
частушка	s	5.0	80	90	253
часть	s	585.4	100	92	13685
часы	s	72.5	100	94	1969
чахотка	s	2.1	70	88	127
чача	s	0.5	27	80	31
чаша	s	18.7	99	93	801
чашечка	s	8.0	95	92	407
чашка	s	33.3	100	92	1035
чаща	s	4.7	82	87	233
чащоба	s	1.2	51	85	80
чаяние	s	3.4	85	92	251
чванство	s	0.8	45	85	56
чебурашка	s	1.5	35	59	46
чебурек	s	0.7	31	80	38
чека	s	1.6	59	87	93
чекан	s	0.4	18	68	22
чеканка	s	1.3	59	87	92
чекист	s	12.2	90	88	405
чекушка	s	1.6	39	57	50
челка	s	3.5	75	88	217
челн	s	1.4	58	88	87
челнок	s	3.4	77	87	189
чело	s	7.3	96	91	357
человек	s	2723.0	100	97	20423
человечек	s	14.4	97	88	516
челочка	s	0.6	31	81	42
челюсть	s	17.1	97	90	652
челядь	s	2.1	65	71	94
чемодан	s	42.8	92	92	1018
чемпион	s	35.4	96	88	1212
чемпионат	s	52.4	81	86	1207
чемпионка	s	3.8	59	86	170
чепец	s	0.8	39	82	49
чепуха	s	13.6	95	91	576
чепчик	s	0.9	44	85	63
червонец	s	3.9	80	88	177
червь	s	9.9	97	89	399
червяк	s	4.4	78	89	217
червячок	s	2.1	70	89	123
чердак	s	13.4	92	90	527
черед	s	8.2	96	93	502
череда	s	8.0	95	93	535
через	pr	805.4	100	98	13475
черемуха	s	3.0	75	88	153
черемша	s	0.4	23	75	26
черенок	s	4.0	80	83	178
череп	s	26.8	99	77	675
черепаха	s	6.3	85	88	263
черепашка	s	1.1	39	81	51
черепица	s	2.0	66	75	108
черепок	s	2.7	63	79	113
черепушка	s	0.4	29	82	34
черешня	s	1.3	51	85	77
черешок	s	0.8	26	67	32
черкес	s	1.6	30	57	35
черкеска	s	0.6	29	78	37
черная	s	2.5	63	86	135
черника	s	2.5	67	85	107
чернила	s	10.5	95	88	449
черновик	s	5.4	87	89	255
чернозем	s	2.1	67	87	121
чернослив	s	1.4	43	82	69
чернота	s	7.1	83	88	346
чернуха	s	1.6	59	87	102
чернушка	s	0.5	23	74	33
чернь	s	2.6	73	89	154
черпак	s	1.6	49	83	78
черт	s	110.2	99	92	2089
черта	s	80.0	100	96	3009
чертеж	s	17.0	97	75	494
чертежник	s	0.5	31	82	33
чертенок	s	1.0	42	78	53
чертик	s	2.5	75	89	167
чертовка	s	0.5	24	68	29
чертог	s	1.4	48	83	85
черточка	s	3.0	77	87	171
черчение	s	0.6	34	82	42
чеснок	s	8.5	89	87	331
чесотка	s	0.6	33	80	42
честность	s	8.5	99	94	519
честь	s	84.4	100	96	2806
чета	s	6.3	91	92	374
четверг	s	21.8	96	91	1254
четверик	s	0.7	13	29	15
четверка	s	9.7	97	89	516
четверо	num	23.1	98	94	1059
четвертак	s	1.2	29	48	34
четвертая	s	3.3	95	93	245
четверть	s	34.4	100	95	1624
четки	s	1.9	61	86	103
четкость	s	4.2	93	93	295
четыре	num	232.7	100	97	7304
четыреста	num	9.6	93	90	495
четырнадцать	num	14.2	97	93	690
чехарда	s	1.5	63	88	108
чехлик	s	0.4	4	30	5
чехол	s	6.1	95	91	330
чечевица	s	0.5	28	80	33
чечен	s	1.3	37	76	52
чеченец	s	20.7	81	88	591
чеченка	s	0.7	31	81	44
чечетка	s	1.2	57	88	81
чешка	s	0.5	28	81	29
чешуйка	s	1.7	62	86	102
чешуя	s	4.1	75	89	201
чибис	s	0.4	16	62	18
чилиец	s	0.4	19	70	19
чинара	s	0.4	19	73	20
чинарик	s	0.5	26	73	31
чиновник	s	75.9	99	91	3074
чиновница	s	0.5	20	73	24
чинуша	s	0.7	35	81	42
чипсы	s	1.6	63	87	101
чирей	s	0.5	25	78	32
чириканье	s	0.5	30	79	41
числитель	s	0.8	30	75	44
число	s	393.5	100	92	11948
чистилище	s	1.6	67	86	101
чистка	s	10.6	97	90	546
чистоган	s	0.4	29	82	35
чистоплюй	s	0.6	35	84	48
чистота	s	29.4	100	94	1566
чистюля	s	0.8	37	82	63
читальня	s	0.7	33	81	40
читатель	s	114.7	100	92	3567
читка	s	1.8	56	84	83
чифир	s	1.1	14	29	17
чифирь	s	0.8	24	67	26
член	s	207.4	100	93	6078
членение	s	1.3	26	72	51
членик	s	3.2	6	2	6
членкор	s	0.6	27	77	32
членство	s	5.7	77	89	314
чмоканье	s	0.4	23	79	31
чорт	s	1.1	21	51	24
чрево	s	5.0	86	90	299
чрез	pr	0.9	40	81	64
чресла	s	0.6	32	83	43
чтение	s	55.8	100	93	2164
чтец	s	1.9	62	86	115
чтиво	s	1.2	55	86	94
чубик	s	0.8	7	17	8
чубук	s	0.4	22	78	30
чубушник	s	0.4	18	74	28
чубчик	s	1.0	34	77	50
чувак	s	3.7	60	74	146
чувал	s	0.5	11	43	11
чуваш	s	0.8	39	74	51
чувиха	s	0.7	27	70	33
чувство	s	242.2	100	96	4664
чугун	s	5.3	89	90	258
чугунок	s	1.6	49	80	75
чудак	s	9.5	94	92	445
чудачка	s	0.5	25	80	35
чудик	s	2.6	44	66	59
чудище	s	2.6	78	90	167
чудо	s	85.4	100	94	2676
чудовище	s	11.9	95	90	463
чудь	s	0.5	21	71	22
чужак	s	4.4	94	92	270
чужбина	s	2.7	80	88	176
чуждость	s	0.6	35	83	43
чужеземец	s	1.1	51	85	69
чужое	s	2.4	81	92	193
чужой	s	0.6	37	84	50
чукча	s	8.2	69	52	125
чукчанка	s	0.8	7	9	7
чулан	s	3.4	77	87	168
чуланчик	s	0.5	26	76	34
чулок	s	12.0	94	91	513
чулочек	s	0.8	44	86	59
чума	s	9.2	100	90	414
чумак	s	0.5	26	78	30
чуня	s	0.8	23	67	28
чурбак	s	1.0	32	80	54
чурбан	s	1.2	42	82	64
чурбачок	s	0.5	23	73	31
чурка	s	2.9	65	86	159
чуткость	s	3.4	89	90	230
чутье	s	9.7	99	94	520
чухонец	s	0.5	24	78	31
чучело	s	7.1	90	88	328
чушка	s	0.9	38	82	46
чушь	s	12.7	93	92	581
шабаш	s	1.8	69	90	141
шабашник	s	0.6	28	79	36
шаблон	s	5.4	70	77	186
шавка	s	0.9	32	69	51
шажок	s	3.0	74	90	195
шайба	s	4.8	68	84	163
шайка	s	5.2	87	90	271
шайтан	s	0.7	35	83	40
шакал	s	6.5	69	58	143
шалава	s	1.0	27	60	40
шаланда	s	0.5	26	77	28
шалаш	s	5.3	82	89	209
шалашик	s	0.6	24	73	32
шале	s	0.4	24	77	26
шалман	s	0.4	24	79	25
шалопай	s	1.3	49	73	69
шалость	s	3.3	82	90	222
шалун	s	0.9	48	84	66
шалфей	s	0.7	39	83	50
шаль	s	5.2	82	91	253
шаман	s	5.3	74	78	129
шаманка	s	0.4	11	55	13
шаманство	s	0.4	26	80	30
шампиньон	s	1.7	43	61	58
шампунь	s	6.0	83	73	193
шампур	s	1.5	47	83	77
шанс	s	56.1	100	94	2667
шансон	s	1.1	38	79	59
шансонье	s	0.4	23	80	31
шантаж	s	4.3	84	88	247
шантажист	s	0.5	27	81	34
шантрапа	s	0.4	23	77	30
шапито	s	0.6	25	70	30
шапка	s	40.6	99	92	1138
шапочка	s	11.5	94	91	488
шапчонка	s	0.5	19	69	24
шарага	s	0.5	21	71	24
шарада	s	1.0	55	85	68
шарашка	s	1.8	37	61	43
шарж	s	1.5	44	69	71
шариат	s	1.5	39	76	50
шарик	s	19.0	99	93	730
шарканье	s	1.0	39	83	75
шарлатан	s	2.1	73	88	139
шарм	s	2.9	82	90	203
шарманка	s	1.4	41	75	74
шарманщик	s	1.1	26	47	32
шарнир	s	1.5	60	88	108
шаровары	s	2.5	68	88	137
шарф	s	9.6	92	92	435
шарфик	s	1.7	63	85	110
шасси	s	6.9	79	86	280
шатание	s	0.8	48	87	69
шатен	s	1.0	28	59	33
шатенка	s	0.7	35	80	46
шатер	s	5.3	82	81	199
шаткость	s	0.5	34	84	47
шато	s	0.5	24	71	28
